accession_in_sys	type	subtype	species	sys_id	sys_beg	sys_end	duplicate_count	rank	defense_system_protein_id	defense_system_cluster_id	cluster_id	protein_id	evalue	cluFlag	fident	alnlen	mismatch	gapopen	qstart	qend	tstart	tend	evalue_foldseek	bits	Reviewed	Entry Name	Protein names	Gene Names	Organism	Gene Names (ordered locus)	Gene Names (ORF)	Gene Names (primary)	Gene Names (synonym)	Proteomes	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (GO)	Gene Ontology (molecular function)	Gene Ontology IDs	CDD	FunFam	Gene3D	InterPro	PANTHER	Pfam	PROSITE	SMART	RefSeq	Query_range	Query_length	Human_prot_total_length	Human_prot_domain_match	Human_domain_percentage	Query_percentage	Query_overlap_w_Human_protein	Human_domain_note	Human_domain_evidence	Target_range	Target_length	Bacterial_prot_total_length	Bacterial_prot_domain_match	Bacterial_domain_percentage	Target_percentage	Target_overlap_w_Bacterial_protein	Bacterial_domain_note	Bacterial_domain_evidence	Bacterial_Human_Len_Ratio	Query_Target_Overlap_Length	Overlap_ratio	Protein_length_difference	neg_log(evalue_foldseek)	defense_system_protein_AF_file	protein_AF_file	PyMOL_aligned_filePath	PyMOL_RMSD	PyMOL_aligned_atoms
WP_015014489.1	Zorya	Zorya_TypeI	Acidovorax sp. KKS102	GCF_000302535_NC_018708_Zorya_TypeI_2	GCF_000302535.1_NC_018708_02824	GCF_000302535.1_NC_018708_02827	1	202	K0I5J5	A0A7S4UXI5	A0A3P6ULC1	A0A0A0YLF2	0.5612	1	0.217	46	29	0.0	37	82	244	281	2.259	6	unreviewed	A0A0A0YLF2_HUMAN	DNA-directed DNA polymerase (EC 2.7.7.7)	U38	Homo sapiens (Human)			U38					DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; nucleotide binding [GO:0000166]; zinc ion binding [GO:0008270]	DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; nucleotide binding [GO:0000166]; zinc ion binding [GO:0008270]	GO:0000166; GO:0003677; GO:0003887; GO:0008270			"1.10.287.690; Helix hairpin bin; 1.;""3.90.1600.10; Palm domain of DNA polymerase; 1."";"	"IPR006172; DNA-dir_DNA_pol_B.;""IPR017964; DNA-dir_DNA_pol_B_CS."";""IPR006134; DNA-dir_DNA_pol_B_multi_dom."";""IPR043502; DNA/RNA_pol_sf."";""IPR023211; DNA_pol_palm_dom_sf."";""IPR050240; DNA_pol_type-B."";"	"PTHR10322; DNA POLYMERASE CATALYTIC SUBUNIT; 1.;""PTHR10322:SF23; DNA POLYMERASE DELTA CATALYTIC SUBUNIT; 1."";"	PF00136; DNA_pol_B; 1.;	PS00116; DNA_POLYMERASE_B; 1.;			37.0..82.0	46	189	1..188	24.47	100.0	24.34	['DNA-directed DNA polymerase family B multifunctional']	['ECO:0000259|Pfam:PF00136']	244.0..281.0	38	1093							5.783068783	38.0	0.201058201	4.783068783068783	-0.35391623092036295	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/K0I5J5_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A0A0YLF2_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/K0I5J5_A0A0A0YLF2_aligned.pse	7.384315	428
WP_005675059.1	Zorya	Zorya_TypeI	Lautropia mirabilis	GCF_900637555_NZ_LR134378_Zorya_TypeI_1	GCF_900637555.1_NZ_LR134378_00087	GCF_900637555.1_NZ_LR134378_00090	1	202	E7S134	A0A6P2MMB1	A0A0D0B8K2	Q4W5H1	5.102e-15	3	0.28	358	248	0.0	20	364	729	1086	6.694e-23	717	unreviewed	Q4W5H1_HUMAN	Uncharacterized protein SMARCA5	SMARCA5	Homo sapiens (Human)			SMARCA5			chromatin remodeling [GO:0006338]	nucleus [GO:0005634]	nucleus [GO:0005634]; ATP binding [GO:0005524]; hydrolase activity [GO:0016787]; chromatin remodeling [GO:0006338]	ATP binding [GO:0005524]; hydrolase activity [GO:0016787]	GO:0005524; GO:0005634; GO:0006338; GO:0016787	cd18793; SF2_C_SNF; 1.;	"3.40.50.10810:FF:000192; Chromodomain helicase DNA-binding protein 3; 1.;""3.40.50.300:FF:000082; ISWI chromatin remodeling complex ATPase ISW1; 1."";"	"3.40.50.300; P-loop containing nucleotide triphosphate hydrolases; 1.;""3.40.50.10810; Tandem AAA-ATPase domain; 1."";"	"IPR014001; Helicase_ATP-bd.;""IPR001650; Helicase_C-like."";""IPR027417; P-loop_NTPase."";""IPR038718; SNF2-like_sf."";""IPR049730; SNF2/RAD54-like_C."";""IPR000330; SNF2_N."";"	"PTHR45623; CHROMODOMAIN-HELICASE-DNA-BINDING PROTEIN 3-RELATED-RELATED; 1.;""PTHR45623:SF54; SWI_SNF RELATED, MATRIX ASSOCIATED, ACTIN DEPENDENT REGULATOR OF CHROMATIN, SUBFAMILY A, MEMBER 5; 1."";"	"PF00271; Helicase_C; 1.;""PF00176; SNF2-rel_dom; 1."";"	"PS51192; HELICASE_ATP_BIND_1; 1.;""PS51194; HELICASE_CTER; 1."";"	SM00490; HELICc; 1.;		20.0..364.0	345	367	220..367	97.97	42.03	94.01	['Helicase C-terminal']	['ECO:0000259|PROSITE:PS51194']	729.0..1086.0	358	1109	615..799	38.38	19.83	32.28	['Helicase ATP-binding']	['ECO:0000259|PROSITE:PS51192']	3.021798365	345.0	0.940054496	2.0217983651226157	22.17431429197824	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/E7S134_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/Q4W5H1_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/E7S134_Q4W5H1_aligned.pse	1.971165	1837
WP_005598133.1	Zorya	Zorya_TypeII	Actinobacillus pleuropneumoniae	GCF_021957085_NZ_CP031865_Zorya_TypeII_1,GCF_021957045_NZ_CP031863_Zorya_TypeII_1	GCF_021957045.1_NZ_CP031863_01300,GCF_021957085.1_NZ_CP031865_01298	GCF_021957045.1_NZ_CP031863_01302,GCF_021957085.1_NZ_CP031865_01300	2	201	B4XH94	A0A1T4LJB9	W7QDG2	A1DSK0	0.5051	1	0.135	431	307	0.0	170	600	10	365	0.1107	16	unreviewed	A1DSK0_HUMAN	NADH-ubiquinone oxidoreductase chain 5 (EC 7.1.1.2)	ND5	Homo sapiens (Human)			ND5			ATP synthesis coupled electron transport [GO:0042773]	mitochondrial inner membrane [GO:0005743]	mitochondrial inner membrane [GO:0005743]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; ATP synthesis coupled electron transport [GO:0042773]	NADH dehydrogenase (ubiquinone) activity [GO:0008137]	GO:0005743; GO:0008137; GO:0042773				"IPR010934; NADH_DH_su5_C.;""IPR018393; NADHpl_OxRdtase_5_subgr."";""IPR001750; ND/Mrp_TM."";""IPR003945; NU5C-like."";""IPR001516; Proton_antipo_N."";"	"PTHR42829; NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 5; 1.;""PTHR42829:SF2; NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 5; 1."";"	"PF06455; NADH5_C; 1.;""PF00361; Proton_antipo_M; 1."";""PF00662; Proton_antipo_N; 1."";"				170.0..600.0	431	603	134..419	87.41	58.0	71.48	['NADH:quinone oxidoreductase/Mrp antiporter transmembrane']	['ECO:0000259|Pfam:PF00361']	10.0..365.0	356	552	49..124	100.0	21.35	64.49	['MotA/TolQ/ExbB proton channel']	['ECO:0000259|Pfam:PF01618']	0.915422886	356.0	0.644927536	0.08457711442786064	0.955852379121277	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/B4XH94_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A1DSK0_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/B4XH94_A1DSK0_aligned.pse	78.423698	2424
WP_088618357.1	Zorya	Zorya_TypeI	Methylovulum psychrotolerans	GCF_002209385_NZ_CP022129_Zorya_TypeI_1	GCF_002209385.1_NZ_CP022129_00995	GCF_002209385.1_NZ_CP022129_01001	1	202	A0A1Z4BW04	A0A6P2MMB1	A0A821NB32	A0A2R8YDA1	2.463e-26	1	0.221	634	488	0.0	91	724	457	1083	5.837e-32	819	unreviewed	A0A2R8YDA1_HUMAN	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4	SMARCA4	Homo sapiens (Human)			SMARCA4		UP000005640: Chromosome 19		chromosome [GO:0005694]; nucleoplasm [GO:0005654]	chromosome [GO:0005694]; nucleoplasm [GO:0005654]; ATP binding [GO:0005524]; helicase activity [GO:0004386]; histone binding [GO:0042393]; hydrolase activity [GO:0016787]	ATP binding [GO:0005524]; helicase activity [GO:0004386]; histone binding [GO:0042393]; hydrolase activity [GO:0016787]	GO:0004386; GO:0005524; GO:0005654; GO:0005694; GO:0016787; GO:0042393	"cd18062; DEXHc_SMARCA4; 1.;""cd18793; SF2_C_SNF; 1."";"	"3.40.50.10810:FF:000008; Chromatin structure-remodeling complex subunit snf21; 1.;""3.40.5.120:FF:000001; probable global transcription activator SNF2L2 isoform X1; 1."";""3.40.50.300:FF:000116; probable global transcription activator SNF2L2 isoform X1; 1."";"	"1.20.5.170; -; 1.;""3.40.5.120; -; 1."";""3.40.50.300; P-loop containing nucleotide triphosphate hydrolases; 1."";""3.40.50.10810; Tandem AAA-ATPase domain; 1."";"	"IPR030100; BRG1_ATP-bd.;""IPR006576; BRK_domain."";""IPR037259; BRK_sf."";""IPR014001; Helicase_ATP-bd."";""IPR001650; Helicase_C-like."";""IPR014012; HSA_dom."";""IPR027417; P-loop_NTPase."";""IPR029295; SnAC."";""IPR038718; SNF2-like_sf."";""IPR049730; SNF2/RAD54-like_C."";""IPR000330; SNF2_N."";"	PTHR10799; SNF2/RAD54 HELICASE FAMILY; 1.;	"PF07533; BRK; 1.;""PF00271; Helicase_C; 1."";""PF14619; SnAC; 1."";""PF00176; SNF2-rel_dom; 1."";"	"PS51192; HELICASE_ATP_BIND_1; 1.;""PS51194; HELICASE_CTER; 1."";""PS51204; HSA; 1."";"	"SM00592; BRK; 1.;""SM00487; DEXDc; 1."";""SM00490; HELICc; 1."";""SM01314; SnAC; 1."";"		91.0..724.0	634	985	262..427	100.0	26.18	64.37	['Helicase ATP-binding']	['ECO:0000259|PROSITE:PS51192']	457.0..1083.0	627	1113	930..1098	91.12	24.56	56.33	['Helicase C-terminal']	['ECO:0000259|PROSITE:PS51194']	1.129949239	627.0	0.636548223	0.12994923857868024	31.233810306689833	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A1Z4BW04_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A2R8YDA1_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/A0A1Z4BW04_A0A2R8YDA1_aligned.pse	1.78766	2265
WP_180191936.1	Zorya	Zorya_TypeI	Acinetobacter indicus	GCF_015217905_NZ_CP048654_Zorya_TypeI_2	GCF_015217905.1_NZ_CP048654_00655	GCF_015217905.1_NZ_CP048654_00658	1	202	A0A7S7ADN0	A0A7S4UXI5	A0A422PF95	I3L0H8	0.005319	1	0.117	554	374	0.0	9	433	502	1055	5.863e-9	177	unreviewed	I3L0H8_HUMAN	RNA helicase (EC 3.6.4.13)	DDX19A	Homo sapiens (Human)			DDX19A		UP000005640: Chromosome 16			ATP binding [GO:0005524]; helicase activity [GO:0004386]; nucleic acid binding [GO:0003676]	ATP binding [GO:0005524]; helicase activity [GO:0004386]; nucleic acid binding [GO:0003676]	GO:0003676; GO:0004386; GO:0005524	cd18787; SF2_C_DEAD; 1.;	3.40.50.300:FF:000318; ATP-dependent RNA helicase DDX19B; 1.;	"6.10.250.2170; -; 1.;""3.40.50.300; P-loop containing nucleotide triphosphate hydrolases; 2."";"	"IPR011545; DEAD/DEAH_box_helicase_dom.;""IPR014001; Helicase_ATP-bd."";""IPR001650; Helicase_C-like."";""IPR027417; P-loop_NTPase."";"	PTHR47958; ATP-DEPENDENT RNA HELICASE DBP3; 1.;	"PF00270; DEAD; 1.;""PF00271; Helicase_C; 1."";"	"PS51192; HELICASE_ATP_BIND_1; 1.;""PS51194; HELICASE_CTER; 1."";"	"SM00487; DEXDc; 1.;""SM00490; HELICc; 1."";"	NP_001307451.1; NM_001320522.2.;	9.0..433.0	425	447	274..442	94.67	37.65	95.08	['Helicase C-terminal']	['ECO:0000259|PROSITE:PS51194']	502.0..1055.0	554	1067	594..778	100.0	33.39	51.92	['Helicase ATP-binding']	['ECO:0000259|PROSITE:PS51192']	2.387024609	425.0	0.950782998	1.3870246085011186	8.231880105815202	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A7S7ADN0_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/I3L0H8_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/A0A7S7ADN0_I3L0H8_aligned.pse	2.777706	692
WP_013032087.1	Zorya	Zorya_TypeII	Nitrosococcus halophilus	GCF_000024725_NC_013960_Zorya_TypeII_2	GCF_000024725.1_NC_013960_01011	GCF_000024725.1_NC_013960_01013	1	202	D5BYY2	A0A1T4LJB9	W7QDG2	A0A096VW26	0.5051	1	0.154	244	175	0.0	356	599	12	219	0.1678	28	unreviewed	A0A096VW26_HUMAN	NADH-ubiquinone oxidoreductase chain 5 (EC 7.1.1.2)	ND5	Homo sapiens (Human)			ND5			ATP synthesis coupled electron transport [GO:0042773]	mitochondrial inner membrane [GO:0005743]	mitochondrial inner membrane [GO:0005743]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; ATP synthesis coupled electron transport [GO:0042773]	NADH dehydrogenase (ubiquinone) activity [GO:0008137]	GO:0005743; GO:0008137; GO:0042773				"IPR010934; NADH_DH_su5_C.;""IPR018393; NADHpl_OxRdtase_5_subgr."";""IPR001750; ND/Mrp_TM."";""IPR003945; NU5C-like."";""IPR001516; Proton_antipo_N."";"	"PTHR42829; NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 5; 1.;""PTHR42829:SF2; NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 5; 1."";"	"PF06455; NADH5_C; 1.;""PF00361; Proton_antipo_M; 1."";""PF00662; Proton_antipo_N; 1."";"				356.0..599.0	244	603	422..602	98.34	72.95	40.46	['NADH dehydrogenase subunit 5 C-terminal']	['ECO:0000259|Pfam:PF06455']	12.0..219.0	208	606							1.004975124	208.0	0.344941957	0.004975124378109541	0.7752080435073184	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/D5BYY2_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A096VW26_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/D5BYY2_A0A096VW26_aligned.pse	67.063957	2723
WP_100024372.1	Zorya	Zorya_TypeII	Fusobacterium pseudoperiodonticum	GCF_002763625_NZ_CP024699_Zorya_TypeII_2	GCF_002763625.1_NZ_CP024699_00499	GCF_002763625.1_NZ_CP024699_00501	1	202	A0A2D3NTI1	A0A1T4LJB9	W7QDG2	Q4EWD7	0.5051	1	0.117	442	356	0.0	150	591	22	425	0.2318	17	unreviewed	Q4EWD7_HUMAN	NADH-ubiquinone oxidoreductase chain 5 (EC 7.1.1.2)	ND5	Homo sapiens (Human)			ND5			ATP synthesis coupled electron transport [GO:0042773]	mitochondrial inner membrane [GO:0005743]	mitochondrial inner membrane [GO:0005743]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; ATP synthesis coupled electron transport [GO:0042773]	NADH dehydrogenase (ubiquinone) activity [GO:0008137]	GO:0005743; GO:0008137; GO:0042773				"IPR010934; NADH_DH_su5_C.;""IPR018393; NADHpl_OxRdtase_5_subgr."";""IPR001750; ND/Mrp_TM."";""IPR003945; NU5C-like."";""IPR001516; Proton_antipo_N."";"	"PTHR42829; NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 5; 1.;""PTHR42829:SF2; NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 5; 1."";"	"PF06455; NADH5_C; 1.;""PF00361; Proton_antipo_M; 1."";""PF00662; Proton_antipo_N; 1."";"				150.0..591.0	442	603	422..602	93.92	38.46	73.3	['NADH dehydrogenase subunit 5 C-terminal']	['ECO:0000259|Pfam:PF06455']	22.0..425.0	404	701							1.16252073	404.0	0.669983416	0.16252072968490872	0.6348865683724227	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A2D3NTI1_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/Q4EWD7_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/A0A2D3NTI1_Q4EWD7_aligned.pse	65.760757	2988
WP_084244217.1	Zorya	Zorya_TypeI	Rhodoplanes sp. Z2-YC6860	GCF_001579845_NZ_CP007440_Zorya_TypeI_1	GCF_001579845.1_NZ_CP007440_00629	GCF_001579845.1_NZ_CP007440_00632	1	202	A0A140GVI1	A0A355UP19	A0A4W5N4R5	P17844	3.099e-12	1	0.123	484	317	0.0	115	476	473	956	1.879e-10	225	reviewed	DDX5_HUMAN	Probable ATP-dependent RNA helicase DDX5 (EC 3.6.4.13) (DEAD box protein 5) (RNA helicase p68)	DDX5 G17P1 HELR HLR1	Homo sapiens (Human)			DDX5	G17P1 HELR HLR1	UP000005640: Chromosome 17	alternative mRNA splicing, via spliceosome [GO:0000380]; androgen receptor signaling pathway [GO:0030521]; BMP signaling pathway [GO:0030509]; epithelial to mesenchymal transition [GO:0001837]; estrogen receptor signaling pathway [GO:0030520]; intrinsic apoptotic signaling pathway by p53 class mediator [GO:0072332]; miRNA transcription [GO:0061614]; mRNA splicing, via spliceosome [GO:0000398]; mRNA transcription [GO:0009299]; myoblast differentiation [GO:0045445]; negative regulation of transcription by RNA polymerase II [GO:0000122]; nuclear-transcribed mRNA catabolic process [GO:0000956]; positive regulation of DNA damage response, signal transduction by p53 class mediator [GO:0043517]; primary miRNA processing [GO:0031053]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; regulation of androgen receptor signaling pathway [GO:0060765]; regulation of osteoblast differentiation [GO:0045667]; regulation of skeletal muscle cell differentiation [GO:2001014]; regulation of transcription by RNA polymerase II [GO:0006357]; regulation of viral genome replication [GO:0045069]; rhythmic process [GO:0048511]	catalytic step 2 spliceosome [GO:0071013]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; membrane [GO:0016020]; nuclear speck [GO:0016607]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; ribonucleoprotein complex [GO:1990904]	catalytic step 2 spliceosome [GO:0071013]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; membrane [GO:0016020]; nuclear speck [GO:0016607]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; ribonucleoprotein complex [GO:1990904]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; calcium-dependent protein binding [GO:0048306]; calmodulin binding [GO:0005516]; enzyme binding [GO:0019899]; MH2 domain binding [GO:0035500]; mRNA 3'-UTR binding [GO:0003730]; mRNA binding [GO:0003729]; nuclear androgen receptor binding [GO:0050681]; pre-mRNA binding [GO:0036002]; primary miRNA binding [GO:0070878]; promoter-specific chromatin binding [GO:1990841]; R-SMAD binding [GO:0070412]; ribonucleoprotein complex binding [GO:0043021]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]; SMAD binding [GO:0046332]; alternative mRNA splicing, via spliceosome [GO:0000380]; androgen receptor signaling pathway [GO:0030521]; BMP signaling pathway [GO:0030509]; epithelial to mesenchymal transition [GO:0001837]; estrogen receptor signaling pathway [GO:0030520]; intrinsic apoptotic signaling pathway by p53 class mediator [GO:0072332]; miRNA transcription [GO:0061614]; mRNA splicing, via spliceosome [GO:0000398]; mRNA transcription [GO:0009299]; myoblast differentiation [GO:0045445]; negative regulation of transcription by RNA polymerase II [GO:0000122]; nuclear-transcribed mRNA catabolic process [GO:0000956]; positive regulation of DNA damage response, signal transduction by p53 class mediator [GO:0043517]; primary miRNA processing [GO:0031053]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; regulation of androgen receptor signaling pathway [GO:0060765]; regulation of osteoblast differentiation [GO:0045667]; regulation of skeletal muscle cell differentiation [GO:2001014]; regulation of transcription by RNA polymerase II [GO:0006357]; regulation of viral genome replication [GO:0045069]; rhythmic process [GO:0048511]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; calcium-dependent protein binding [GO:0048306]; calmodulin binding [GO:0005516]; enzyme binding [GO:0019899]; MH2 domain binding [GO:0035500]; mRNA 3'-UTR binding [GO:0003730]; mRNA binding [GO:0003729]; nuclear androgen receptor binding [GO:0050681]; pre-mRNA binding [GO:0036002]; primary miRNA binding [GO:0070878]; promoter-specific chromatin binding [GO:1990841]; R-SMAD binding [GO:0070412]; ribonucleoprotein complex binding [GO:0043021]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]; SMAD binding [GO:0046332]	GO:0000122; GO:0000380; GO:0000381; GO:0000398; GO:0000956; GO:0001837; GO:0003723; GO:0003724; GO:0003729; GO:0003730; GO:0005516; GO:0005524; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0005829; GO:0006357; GO:0009299; GO:0016020; GO:0016607; GO:0016887; GO:0019899; GO:0030509; GO:0030520; GO:0030521; GO:0031053; GO:0035500; GO:0036002; GO:0043021; GO:0043517; GO:0045069; GO:0045445; GO:0045667; GO:0046332; GO:0048306; GO:0048511; GO:0050681; GO:0060765; GO:0061614; GO:0070062; GO:0070412; GO:0070878; GO:0071013; GO:0072332; GO:1990841; GO:1990904; GO:2001014	"cd18049; DEADc_DDX5; 1.;""cd18787; SF2_C_DEAD; 1."";"	"3.40.50.300:FF:000008; ATP-dependent RNA helicase RhlB; 1.;""3.40.50.300:FF:000079; probable ATP-dependent RNA helicase DDX17; 1."";"	3.40.50.300; P-loop containing nucleotide triphosphate hydrolases; 2.;	"IPR011545; DEAD/DEAH_box_helicase_dom.;""IPR014001; Helicase_ATP-bd."";""IPR001650; Helicase_C-like."";""IPR027417; P-loop_NTPase."";""IPR012587; P68_rpt."";""IPR000629; RNA-helicase_DEAD-box_CS."";""IPR014014; RNA_helicase_DEAD_Q_motif."";"	PTHR47958; ATP-DEPENDENT RNA HELICASE DBP3; 1.;	"PF00270; DEAD; 1.;""PF00271; Helicase_C; 1."";""PF08061; P68HR; 2."";"	"PS00039; DEAD_ATP_HELICASE; 1.;""PS51192; HELICASE_ATP_BIND_1; 1."";""PS51194; HELICASE_CTER; 1."";""PS51195; Q_MOTIF; 1."";"	"SM00487; DEXDc; 1.;""SM00490; HELICc; 1."";""SM01414; P68HR; 2."";"	"NP_001307524.1; NM_001320595.2. [P17844-1];""NP_001307525.1; NM_001320596.3. [P17844-1]"";""NP_004387.1; NM_004396.5. [P17844-1]"";"	115.0..476.0	362	614	328..475	100.0	40.88	58.96	['Helicase C-terminal']	['ECO:0000255|PROSITE-ProRule:PRU00542']	473.0..956.0	484	960	488..667	100.0	37.19	50.42	['Helicase ATP-binding']	['ECO:0000259|PROSITE:PS51192']	1.563517915	362.0	0.589576547	0.5635179153094463	9.726073219899474	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A140GVI1_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/P17844_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/A0A140GVI1_P17844_aligned.pse	3.606195	1624
WP_197743802.1	Zorya	Zorya_TypeII	Candidatus Nitrosacidococcus tergens	GCF_902810445_NZ_LR778175_Zorya_TypeII_1	GCF_902810445.1_NZ_LR778175_01043	GCF_902810445.1_NZ_LR778175_01045	1	202	A0A7G1QA30	A0A1T4LJB9	W7QDG2	V9N5T7	0.5051	1	0.14	268	225	0.0	331	598	11	273	0.4412	16	unreviewed	V9N5T7_HUMAN	NADH-ubiquinone oxidoreductase chain 5 (EC 7.1.1.2)	ND5	Homo sapiens (Human)			ND5			ATP synthesis coupled electron transport [GO:0042773]	mitochondrial inner membrane [GO:0005743]	mitochondrial inner membrane [GO:0005743]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; ATP synthesis coupled electron transport [GO:0042773]	NADH dehydrogenase (ubiquinone) activity [GO:0008137]	GO:0005743; GO:0008137; GO:0042773				"IPR010934; NADH_DH_su5_C.;""IPR018393; NADHpl_OxRdtase_5_subgr."";""IPR001750; ND/Mrp_TM."";""IPR003945; NU5C-like."";""IPR001516; Proton_antipo_N."";"	"PTHR42829; NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 5; 1.;""PTHR42829:SF2; NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 5; 1."";"	"PF06455; NADH5_C; 1.;""PF00361; Proton_antipo_M; 1."";""PF00662; Proton_antipo_N; 1."";"				331.0..598.0	268	603	134..419	31.12	33.21	44.44	['NADH:quinone oxidoreductase/Mrp antiporter transmembrane']	['ECO:0000259|Pfam:PF00361']	11.0..273.0	263	702							1.164179104	263.0	0.43615257	0.16417910447761197	0.35536449623184696	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A7G1QA30_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/V9N5T7_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/A0A7G1QA30_V9N5T7_aligned.pse	65.140808	2556
WP_099775859.1	Zorya	Zorya_TypeI	Pseudomonas sp. HLS-6	GCF_002753995_NZ_CP024478_Zorya_TypeI_1	GCF_002753995.1_NZ_CP024478_04201	GCF_002753995.1_NZ_CP024478_04204	1	202	A0A2D2MBG9	A0A355UP19	A0A1S8X6C1	K7ELG9	0.3666	1	0.12	118	75	0.0	103	220	341	426	1.125	10	unreviewed	K7ELG9_HUMAN	LSM12 homolog	LSM12	Homo sapiens (Human)			LSM12		UP000005640: Chromosome 17			RNA binding [GO:0003723]	RNA binding [GO:0003723]	GO:0003723	cd01735; LSm12_N; 1.;			"IPR047574; AD.;""IPR039683; Lsm12-like."";""IPR019181; LSM12_ABD."";""IPR048478; LSM12_LSM."";""IPR047575; Sm."";"	PTHR13542; LSM12 HOMOLOG; 1.;	"PF09793; AD; 1.;""PF21166; LSM12_LSM; 1."";"	"PS52001; AD; 1.;""PS52002; SM; 1."";"	SM00995; AD; 1.;	NP_001356413.1; NM_001369484.1.;	103.0..220.0	118	230	80..174	75.79	61.02	51.3	['AD']	['ECO:0000259|PROSITE:PS52001']	341.0..426.0	86	1012							4.4	86.0	0.373913043	3.4000000000000004	-0.051152522447381284	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A2D2MBG9_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/K7ELG9_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/A0A2D2MBG9_K7ELG9_aligned.pse		
