accession_in_sys	type	subtype	species	sys_id	sys_beg	sys_end	duplicate_count	rank	defense_system_protein_id	defense_system_cluster_id	cluster_id	protein_id	evalue	cluFlag	fident	alnlen	mismatch	gapopen	qstart	qend	tstart	tend	evalue_foldseek	bits	Reviewed	Entry Name	Protein names	Gene Names	Organism	Gene Names (ordered locus)	Gene Names (ORF)	Gene Names (primary)	Gene Names (synonym)	Proteomes	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (GO)	Gene Ontology (molecular function)	Gene Ontology IDs	CDD	FunFam	Gene3D	InterPro	PANTHER	Pfam	PROSITE	SMART	RefSeq	Query_range	Query_length	Human_prot_total_length	Human_prot_domain_match	Human_domain_percentage	Query_percentage	Query_overlap_w_Human_protein	Human_domain_note	Human_domain_evidence	Target_range	Target_length	Bacterial_prot_total_length	Bacterial_prot_domain_match	Bacterial_domain_percentage	Target_percentage	Target_overlap_w_Bacterial_protein	Bacterial_domain_note	Bacterial_domain_evidence	Bacterial_Human_Len_Ratio	Query_Target_Overlap_Length	Overlap_ratio	Protein_length_difference	neg_log(evalue_foldseek)	defense_system_protein_AF_file	protein_AF_file	PyMOL_aligned_filePath	PyMOL_RMSD	PyMOL_aligned_atoms
WP_048884341.1	Zorya	Zorya_TypeI	Aurantiacibacter atlanticus	GCF_001077815_NZ_CP011310_Zorya_TypeI_1	GCF_001077815.2_NZ_CP011310_00104	GCF_001077815.2_NZ_CP011310_00107	1	202	A0A0H4VDC2	A0A101WRB2	A0A1B0A549	Q8NHQ9	1.964e-9	1	0.121	530	421	0.0	1	480	473	1002	5.259e-12	231	reviewed	DDX55_HUMAN	ATP-dependent RNA helicase DDX55 (EC 3.6.4.13) (DEAD box protein 55)	DDX55 KIAA1595	Homo sapiens (Human)			DDX55	KIAA1595	UP000005640: Chromosome 12		cytosol [GO:0005829]; membrane [GO:0016020]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]	cytosol [GO:0005829]; membrane [GO:0016020]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]	GO:0003723; GO:0003724; GO:0005524; GO:0005654; GO:0005730; GO:0005829; GO:0016020; GO:0016887	"cd17960; DEADc_DDX55; 1.;""cd18787; SF2_C_DEAD; 1."";"	"3.40.50.300:FF:000877; RNA helicase; 1.;""3.40.50.300:FF:001022; RNA helicase; 1."";"	3.40.50.300; P-loop containing nucleotide triphosphate hydrolases; 2.;	"IPR011545; DEAD/DEAH_box_helicase_dom.;""IPR014001; Helicase_ATP-bd."";""IPR001650; Helicase_C-like."";""IPR027417; P-loop_NTPase."";""IPR000629; RNA-helicase_DEAD-box_CS."";""IPR014014; RNA_helicase_DEAD_Q_motif."";""IPR025313; SPB4-like_CTE."";"	PTHR24031; RNA HELICASE; 1.;	"PF13959; CTE_SPB4; 1.;""PF00270; DEAD; 1."";""PF00271; Helicase_C; 1."";"	"PS00039; DEAD_ATP_HELICASE; 1.;""PS51192; HELICASE_ATP_BIND_1; 1."";""PS51194; HELICASE_CTER; 1."";""PS51195; Q_MOTIF; 1."";"	"SM00487; DEXDc; 1.;""SM01178; DUF4217; 1."";""SM00490; HELICc; 1."";"	NP_065987.1; NM_020936.3. [Q8NHQ9-1];	1.0..480.0	480	600	40..223	100.0	38.33	80.0	['Helicase ATP-binding']	['ECO:0000255|PROSITE-ProRule:PRU00541']	473.0..1002.0	530	1243	801..967	100.0	31.51	42.64	['Helicase C-terminal']	['ECO:0000259|PROSITE:PS51194']	2.071666667	480.0	0.8	1.0716666666666668	11.27909682918654	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A0H4VDC2_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/Q8NHQ9_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/A0A0H4VDC2_Q8NHQ9_aligned.pse	3.046821	1493
WP_100024372.1	Zorya	Zorya_TypeII	Fusobacterium pseudoperiodonticum	GCF_002763625_NZ_CP024699_Zorya_TypeII_2	GCF_002763625.1_NZ_CP024699_00499	GCF_002763625.1_NZ_CP024699_00501	1	202	A0A2D3NTI1	A0A1T4LJB9	W7QDG2	Q8HG21	0.5051	1	0.112	404	309	0.0	243	591	22	425	0.2656	18	unreviewed	Q8HG21_HUMAN	NADH-ubiquinone oxidoreductase chain 5 (EC 7.1.1.2)		Homo sapiens (Human)						ATP synthesis coupled electron transport [GO:0042773]	mitochondrial inner membrane [GO:0005743]	mitochondrial inner membrane [GO:0005743]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; ATP synthesis coupled electron transport [GO:0042773]	NADH dehydrogenase (ubiquinone) activity [GO:0008137]	GO:0005743; GO:0008137; GO:0042773				"IPR010934; NADH_DH_su5_C.;""IPR018393; NADHpl_OxRdtase_5_subgr."";""IPR001750; ND/Mrp_TM."";""IPR003945; NU5C-like."";""IPR001516; Proton_antipo_N."";"	"PTHR42829; NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 5; 1.;""PTHR42829:SF2; NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 5; 1."";"	"PF06455; NADH5_C; 1.;""PF00361; Proton_antipo_M; 1."";""PF00662; Proton_antipo_N; 1."";"				243.0..591.0	349	603	134..419	61.89	50.72	57.88	['NADH:quinone oxidoreductase/Mrp antiporter transmembrane']	['ECO:0000259|Pfam:PF00361']	22.0..425.0	404	701							1.16252073	349.0	0.578772803	0.16252072968490872	0.5757719293040201	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A2D3NTI1_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/Q8HG21_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/A0A2D3NTI1_Q8HG21_aligned.pse	65.901237	2967
WP_013788536.1	Zorya	Zorya_TypeI	Thermoanaerobacterium xylanolyticum	GCF_000189775_NC_015555_Zorya_TypeI_2	GCF_000189775.2_NC_015555_01840	GCF_000189775.2_NC_015555_01843	1	202	F6BIK3	A0A355UP19	A0A1B0A549	F5H5U2	1.418e-10	1	0.115	468	349	0.0	31	425	459	926	1.285e-7	127	unreviewed	F5H5U2_HUMAN	ATP-dependent RNA helicase (EC 3.6.4.13)	DDX55	Homo sapiens (Human)			DDX55		UP000005640: Chromosome 12		cytosol [GO:0005829]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]	cytosol [GO:0005829]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]	GO:0003723; GO:0003724; GO:0005524; GO:0005654; GO:0005730; GO:0005829; GO:0016887	cd17960; DEADc_DDX55; 1.;	"3.40.50.300:FF:000877; RNA helicase; 1.;""3.40.50.300:FF:001709; RNA helicase; 1."";""3.40.50.300:FF:001710; RNA helicase; 1."";"	3.40.50.300; P-loop containing nucleotide triphosphate hydrolases; 3.;	"IPR011545; DEAD/DEAH_box_helicase_dom.;""IPR014001; Helicase_ATP-bd."";""IPR027417; P-loop_NTPase."";""IPR000629; RNA-helicase_DEAD-box_CS."";""IPR014014; RNA_helicase_DEAD_Q_motif."";""IPR025313; SPB4-like_CTE."";"	PTHR24031; RNA HELICASE; 1.;	"PF13959; CTE_SPB4; 1.;""PF00270; DEAD; 1."";"	"PS00039; DEAD_ATP_HELICASE; 1.;""PS51192; HELICASE_ATP_BIND_1; 1."";""PS51195; Q_MOTIF; 1."";"	"SM00487; DEXDc; 1.;""SM01178; DUF4217; 1."";"		31.0..425.0	395	569	9..37	24.14	1.77	69.42	['DEAD-box RNA helicase Q']	['ECO:0000259|PROSITE:PS51195']	459.0..926.0	468	930	472..631	100.0	34.19	50.32	['Helicase ATP-binding']	['ECO:0000259|PROSITE:PS51192']	1.634446397	395.0	0.694200351	0.6344463971880492	6.891096872332686	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/F6BIK3_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/F5H5U2_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/F6BIK3_F5H5U2_aligned.pse	3.939078	1287
WP_058145751.1	Zorya	Zorya_TypeI	Pseudomonas paraeruginosa	GCF_003073695_NZ_CP029093_Zorya_TypeI_3	GCF_003073695.1_NZ_CP029093_04438	GCF_003073695.1_NZ_CP029093_04441	1	202	A0A2R3IWN3	A0A439P8U5	S7REZ7	Q9Y5B6	0.6844	1	0.128	109	73	0.0	378	486	1	85	2.637	6	reviewed	PAXB1_HUMAN	PAX3- and PAX7-binding protein 1 (GC-rich sequence DNA-binding factor 1)	PAXBP1 C21orf66 GCFC GCFC1	Homo sapiens (Human)			PAXBP1	C21orf66 GCFC GCFC1	UP000005640: Chromosome 21	mRNA splicing, via spliceosome [GO:0000398]; muscle organ development [GO:0007517]; positive regulation of myoblast proliferation [GO:2000288]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of skeletal muscle satellite cell proliferation [GO:0014842]; transcription by RNA polymerase II [GO:0006366]	cytosol [GO:0005829]; nucleus [GO:0005634]	cytosol [GO:0005829]; nucleus [GO:0005634]; DNA binding [GO:0003677]; histone methyltransferase binding [GO:1990226]; mRNA splicing, via spliceosome [GO:0000398]; muscle organ development [GO:0007517]; positive regulation of myoblast proliferation [GO:2000288]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of skeletal muscle satellite cell proliferation [GO:0014842]; transcription by RNA polymerase II [GO:0006366]	DNA binding [GO:0003677]; histone methyltransferase binding [GO:1990226]	GO:0000398; GO:0003677; GO:0005634; GO:0005829; GO:0006366; GO:0007517; GO:0014842; GO:0045944; GO:1990226; GO:2000288				"IPR012890; GCFC2-like.;""IPR022783; GCFC_dom."";"	"PTHR12214; GC-RICH SEQUENCE DNA-BINDING FACTOR; 1.;""PTHR12214:SF2; PAX3- AND PAX7-BINDING PROTEIN 1; 1."";"	PF07842; GCFC; 1.;			"NP_037461.2; NM_013329.3. [Q9Y5B6-2];""NP_057715.2; NM_016631.3. [Q9Y5B6-1]"";"	378.0..486.0	109	917							1.0..85.0	85	254							0.276990185	85.0	0.334645669	0.7230098146128681	-0.4211101297934343	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A2R3IWN3_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/Q9Y5B6_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/A0A2R3IWN3_Q9Y5B6_aligned.pse	15.705745	680
WP_099775861.1	Zorya	Zorya_TypeI	Pseudomonas sp. HLS-6	GCF_002753995_NZ_CP024478_Zorya_TypeI_1	GCF_002753995.1_NZ_CP024478_04201	GCF_002753995.1_NZ_CP024478_04204	1	202	A0A2D2MBH4	A0A158DM13	A0A1D1V9K6	Q14D04	0.1253	1	0.105	648	573	0.0	1	648	37	677	0.0827	24	reviewed	MELT_HUMAN	Ventricular zone-expressed PH domain-containing protein homolog 1 (Protein melted)	VEPH1 KIAA1692 VEPH	Homo sapiens (Human)			VEPH1	KIAA1692 VEPH	UP000005640: Chromosome 3	negative regulation of SMAD protein signal transduction [GO:0060392]; negative regulation of transforming growth factor beta receptor signaling pathway [GO:0030512]; regulation of signal transduction [GO:0009966]	plasma membrane [GO:0005886]	plasma membrane [GO:0005886]; phosphatidylinositol-5-phosphate binding [GO:0010314]; negative regulation of SMAD protein signal transduction [GO:0060392]; negative regulation of transforming growth factor beta receptor signaling pathway [GO:0030512]; regulation of signal transduction [GO:0009966]	phosphatidylinositol-5-phosphate binding [GO:0010314]	GO:0005886; GO:0009966; GO:0010314; GO:0030512; GO:0060392	cd01264; PH_MELT_VEPH1; 1.;	2.30.29.30:FF:000138; Ventricular zone-expressed PH domain-containing protein-like 1; 1.;	2.30.29.30; Pleckstrin-homology domain (PH domain)/Phosphotyrosine-binding domain (PTB); 1.;	"IPR016024; ARM-type_fold.;""IPR039888; Melted-like."";""IPR011993; PH-like_dom_sf."";""IPR001849; PH_domain."";"	"PTHR21630:SF10; VENTRICULAR ZONE-EXPRESSED PH DOMAIN-CONTAINING PROTEIN HOMOLOG 1; 1.;""PTHR21630; VEPH-A/MELTED; 1."";"	PF00169; PH; 1.;	PS50003; PH_DOMAIN; 1.;	SM00233; PH; 1.;	"NP_001161383.1; NM_001167911.2. [Q14D04-2];""NP_001161384.1; NM_001167912.2. [Q14D04-1]"";""NP_001161387.1; NM_001167915.3. [Q14D04-3]"";""NP_001161388.1; NM_001167916.3. [Q14D04-3]"";""NP_001161389.1; NM_001167917.1. [Q14D04-4]"";""NP_078897.2; NM_024621.2. [Q14D04-1]"";""XP_024309514.1; XM_024453746.2. [Q14D04-1]"";""XP_024309515.1; XM_024453747.2. [Q14D04-1]"";""XP_024309516.1; XM_024453748.2. [Q14D04-1]"";""XP_024309517.1; XM_024453749.2. [Q14D04-4]"";""XP_024309518.1; XM_024453750.2. [Q14D04-4]"";""XP_047304877.1; XM_047448921.1. [Q14D04-2]"";""XP_047304878.1; XM_047448922.1. [Q14D04-2]"";""XP_047304887.1; XM_047448931.1. [Q14D04-4]"";""XP_054203840.1; XM_054347865.1. [Q14D04-1]"";""XP_054203841.1; XM_054347866.1. [Q14D04-1]"";""XP_054203842.1; XM_054347867.1. [Q14D04-1]"";""XP_054203843.1; XM_054347868.1. [Q14D04-2]"";""XP_054203845.1; XM_054347870.1. [Q14D04-2]"";""XP_054203854.1; XM_054347879.1. [Q14D04-4]"";""XP_054203855.1; XM_054347880.1. [Q14D04-4]"";""XP_054203856.1; XM_054347881.1. [Q14D04-4]"";"	1.0..648.0	648	833							37.0..677.0	641	681	78..465	100.0	60.53	94.13	['Zorya protein ZorC EH']	['ECO:0000259|Pfam:PF15611']	0.817527011	641.0	0.941262849	0.18247298919567823	1.0824944904474534	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A2D2MBH4_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/Q14D04_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/A0A2D2MBH4_Q14D04_aligned.pse	11.558239	1557
WP_013293075.1	Zorya	Zorya_TypeI	Gallionella capsiferriformans	GCF_000145255_NC_014394_Zorya_TypeI_5	GCF_000145255.1_NC_014394_01111	GCF_000145255.1_NC_014394_01113	1	202	D9SF38	A0A538RIV2	A0A4Z2HFF5	E2QRG1	0.2452	1	0.126	62	51	0.0	5	66	1	59	5.556	-4	unreviewed	E2QRG1_HUMAN	Phospholipase D family member 3	PLD3	Homo sapiens (Human)			PLD3		UP000005640: Chromosome 19		membrane [GO:0016020]	membrane [GO:0016020]		GO:0016020			3.30.870.10; Endonuclease Chain A; 1.;	IPR050874; Diverse_PLD-related.;	"PTHR10185:SF16; 5'-3' EXONUCLEASE PLD3; 1.;""PTHR10185; PHOSPHOLIPASE D - RELATED; 1."";"					5.0..66.0	62	177							1.0..59.0	59	238							1.344632768	59.0	0.333333333	0.34463276836158196	-0.744762237065578	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/D9SF38_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/E2QRG1_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/D9SF38_E2QRG1_aligned.pse	0.643264	199
WP_013220826.1	Zorya	Zorya_TypeI	Nitrosococcus watsonii	GCF_000143085_NC_014315_Zorya_TypeI_1	GCF_000143085.1_NC_014315_01876	GCF_000143085.1_NC_014315_01879	1	202	D8K757	A0A101WRB2	A0A811SFR3	F6UJC5	0.03027	1	0.092	194	175	0.0	40	233	831	1024	0.5043	14	unreviewed	F6UJC5_HUMAN	DExD-box helicase 39B	DDX39B	Homo sapiens (Human)			DDX39B		UP000005640: Chromosome 6			ATP binding [GO:0005524]; helicase activity [GO:0004386]; nucleic acid binding [GO:0003676]	ATP binding [GO:0005524]; helicase activity [GO:0004386]; nucleic acid binding [GO:0003676]	GO:0003676; GO:0004386; GO:0005524			3.40.50.300; P-loop containing nucleotide triphosphate hydrolases; 2.;	"IPR011545; DEAD/DEAH_box_helicase_dom.;""IPR014001; Helicase_ATP-bd."";""IPR027417; P-loop_NTPase."";"	PTHR47958; ATP-DEPENDENT RNA HELICASE DBP3; 1.;	PF00270; DEAD; 1.;	PS51192; HELICASE_ATP_BIND_1; 1.;	SM00487; DEXDc; 1.;		40.0..233.0	194	245	55..171	100.0	60.31	79.18	['Helicase ATP-binding']	['ECO:0000259|PROSITE:PS51192']	831.0..1024.0	194	1145	819..983	92.73	78.87	16.94	['Helicase C-terminal']	['ECO:0000259|PROSITE:PS51194']	4.673469388	194.0	0.791836735	3.6734693877551017	0.29731103184086655	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/D8K757_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/F6UJC5_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/D8K757_F6UJC5_aligned.pse	19.433138	1024
WP_014147288.1	Zorya	Zorya_TypeI	Methylotuvimicrobium alcaliphilum	GCF_000968535_NC_016112_Zorya_TypeI_1	GCF_000968535.2_NC_016112_00764	GCF_000968535.2_NC_016112_00767	1	202	G4T261	A0A355UP19	A0A0B1TLZ2	Q53S76	0.3344	3	0.069	121	72	0.0	741	818	13	133	1.732	6	unreviewed	Q53S76_HUMAN	Uncharacterized protein LRP1B	LRP1B	Homo sapiens (Human)			LRP1B			endocytosis [GO:0006897]	membrane [GO:0016020]	membrane [GO:0016020]; calcium ion binding [GO:0005509]; endocytosis [GO:0006897]	calcium ion binding [GO:0005509]	GO:0005509; GO:0006897; GO:0016020	cd00112; LDLa; 12.;	"4.10.400.10:FF:000007; Low density lipoprotein receptor-related protein 1; 1.;""4.10.400.10:FF:000008; Low density lipoprotein receptor-related protein 1; 1."";""2.10.25.10:FF:000009; Low-density lipoprotein receptor isoform 1; 1."";""4.10.400.10:FF:000024; Low-density lipoprotein RecePtor related; 1."";""4.10.400.10:FF:000012; Low-density lipoprotein receptor-related protein 1; 1."";""4.10.400.10:FF:000061; Low-density lipoprotein receptor-related protein 1B; 1."";""4.10.400.10:FF:000070; low-density lipoprotein receptor-related protein 1B; 1."";""4.10.400.10:FF:000080; Low-density lipoprotein receptor-related protein 1B; 1."";""4.10.400.10:FF:000101; Low-density lipoprotein receptor-related protein 1B; 1."";""4.10.400.10:FF:000107; low-density lipoprotein receptor-related protein 1B; 1."";""4.10.400.10:FF:000110; Low-density lipoprotein receptor-related protein 1B; 1."";""4.10.400.10:FF:000123; low-density lipoprotein receptor-related protein 1B; 1."";""2.120.10.30:FF:000241; Low-density lipoprotein receptor-related protein 6; 1."";""2.120.10.30:FF:000020; Prolow-density lipoprotein receptor-related protein 1; 1."";""4.10.400.10:FF:000065; Transmembrane protease serine 7; 1."";"	"2.10.25.10; Laminin; 2.;""4.10.400.10; Low-density Lipoprotein Receptor; 12."";""2.120.10.30; TolB, C-terminal domain; 2."";"	"IPR011042; 6-blade_b-propeller_TolB-like.;""IPR001881; EGF-like_Ca-bd_dom."";""IPR000742; EGF-like_dom."";""IPR000152; EGF-type_Asp/Asn_hydroxyl_site."";""IPR018097; EGF_Ca-bd_CS."";""IPR009030; Growth_fac_rcpt_cys_sf."";""IPR036055; LDL_receptor-like_sf."";""IPR051221; LDLR-related."";""IPR023415; LDLR_class-A_CS."";""IPR000033; LDLR_classB_rpt."";""IPR002172; LDrepeatLR_classA_rpt."";"	"PTHR22722; LOW-DENSITY LIPOPROTEIN RECEPTOR-RELATED PROTEIN 2-RELATED; 1.;""PTHR22722:SF14; MEGALIN, ISOFORM A; 1."";"	"PF14670; FXa_inhibition; 1.;""PF00057; Ldl_recept_a; 11."";""PF00058; Ldl_recept_b; 2."";"	"PS00010; ASX_HYDROXYL; 1.;""PS00022; EGF_1; 1."";""PS01186; EGF_2; 1."";""PS50026; EGF_3; 1."";""PS01187; EGF_CA; 1."";""PS01209; LDLRA_1; 4."";""PS50068; LDLRA_2; 12."";""PS51120; LDLRB; 2."";"	"SM00181; EGF; 8.;""SM00179; EGF_CA; 2."";""SM00192; LDLa; 12."";""SM00135; LY; 5."";"		741.0..818.0	78	1126							13.0..133.0	121	1003							0.890763766	78.0	0.0777667	0.10923623445825936	-0.2385478876813278	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/G4T261_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/Q53S76_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/G4T261_Q53S76_aligned.pse	6.360128	168
WP_193003859.1	Zorya	Zorya_TypeII	Aeromonas simiae	GCF_014892695_NZ_CP040449_Zorya_TypeII_4	GCF_014892695.1_NZ_CP040449_01301	GCF_014892695.1_NZ_CP040449_01304	1	202	A0A5J6WTB4	A0A1T4LJB9	W7QDG2	A0A343EAW5	0.5051	1	0.137	280	232	0.0	331	600	17	296	0.1285	28	unreviewed	A0A343EAW5_HUMAN	NADH-ubiquinone oxidoreductase chain 5 (EC 7.1.1.2)	ND5	Homo sapiens (Human)			ND5			ATP synthesis coupled electron transport [GO:0042773]	mitochondrial inner membrane [GO:0005743]	mitochondrial inner membrane [GO:0005743]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; ATP synthesis coupled electron transport [GO:0042773]	NADH dehydrogenase (ubiquinone) activity [GO:0008137]	GO:0005743; GO:0008137; GO:0042773				"IPR010934; NADH_DH_su5_C.;""IPR018393; NADHpl_OxRdtase_5_subgr."";""IPR001750; ND/Mrp_TM."";""IPR003945; NU5C-like."";""IPR001516; Proton_antipo_N."";"	"PTHR42829; NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 5; 1.;""PTHR42829:SF2; NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 5; 1."";"	"PF06455; NADH5_C; 1.;""PF00361; Proton_antipo_M; 1."";""PF00662; Proton_antipo_N; 1."";"				331.0..600.0	270	603	134..419	31.12	32.96	44.78	['NADH:quinone oxidoreductase/Mrp antiporter transmembrane']	['ECO:0000259|Pfam:PF00361']	17.0..296.0	280	581							0.963515755	270.0	0.464716007	0.036484245439469265	0.8910968723326865	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A5J6WTB4_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A343EAW5_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/A0A5J6WTB4_A0A343EAW5_aligned.pse	67.718132	2490
WP_014957905.1	Zorya	Zorya_TypeI	Desulfobacula toluolica	GCF_000307105_NC_018645_Zorya_TypeI_4	GCF_000307105.1_NC_018645_02578	GCF_000307105.1_NC_018645_02581	1	202	K0N9J3	A0A101WRB2	L8LWH0	B3KPF2	0.8219	2	0.113	215	170	0.0	99	291	926	1140	4.108	2	unreviewed	B3KPF2_HUMAN	dynamin GTPase (EC 3.6.5.5)		Homo sapiens (Human)						endocytosis [GO:0006897]	microtubule [GO:0005874]	microtubule [GO:0005874]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; endocytosis [GO:0006897]	GTP binding [GO:0005525]; GTPase activity [GO:0003924]	GO:0003924; GO:0005525; GO:0005874; GO:0006897	cd08771; DLP_1; 1.;	"1.20.120.1240:FF:000014; Dynamin 2b; 1.;""3.40.50.300:FF:000045; dynamin-1 isoform X2; 1."";"	"1.20.120.1240; Dynamin, middle domain; 1.;""3.40.50.300; P-loop containing nucleotide triphosphate hydrolases; 1."";""2.30.29.30; Pleckstrin-homology domain (PH domain)/Phosphotyrosine-binding domain (PTB); 1."";"	"IPR022812; Dynamin.;""IPR001401; Dynamin_GTPase."";""IPR019762; Dynamin_GTPase_CS."";""IPR045063; Dynamin_N."";""IPR000375; Dynamin_stalk."";""IPR030381; G_DYNAMIN_dom."";""IPR027417; P-loop_NTPase."";""IPR011993; PH-like_dom_sf."";""IPR001849; PH_domain."";"	"PTHR11566; DYNAMIN; 1.;""PTHR11566:SF54; DYNAMIN-3; 1."";"	"PF01031; Dynamin_M; 1.;""PF00350; Dynamin_N; 1."";"	"PS00410; G_DYNAMIN_1; 1.;""PS51718; G_DYNAMIN_2; 1."";""PS50003; PH_DOMAIN; 1."";"	SM00053; DYNc; 1.;		99.0..291.0	193	555	28..294	72.28	100.0	34.77	['Dynamin-type G']	['ECO:0000259|PROSITE:PS51718']	926.0..1140.0	215	1149	822..985	36.59	27.91	18.71	['Helicase C-terminal']	['ECO:0000259|PROSITE:PS51194']	2.07027027	193.0	0.347747748	1.0702702702702704	-0.6136304349252405	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/K0N9J3_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/B3KPF2_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/K0N9J3_B3KPF2_aligned.pse	25.032108	559
WP_197743802.1	Zorya	Zorya_TypeII	Candidatus Nitrosacidococcus tergens	GCF_902810445_NZ_LR778175_Zorya_TypeII_1	GCF_902810445.1_NZ_LR778175_01043	GCF_902810445.1_NZ_LR778175_01045	1	202	A0A7G1QA30	A0A1T4LJB9	W7QDG2	H9A7D2	0.5051	1	0.143	268	225	0.0	331	598	11	273	0.4579	15	unreviewed	H9A7D2_HUMAN	NADH-ubiquinone oxidoreductase chain 5 (EC 7.1.1.2)	ND5	Homo sapiens (Human)			ND5			ATP synthesis coupled electron transport [GO:0042773]	mitochondrial inner membrane [GO:0005743]	mitochondrial inner membrane [GO:0005743]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; ATP synthesis coupled electron transport [GO:0042773]	NADH dehydrogenase (ubiquinone) activity [GO:0008137]	GO:0005743; GO:0008137; GO:0042773				"IPR010934; NADH_DH_su5_C.;""IPR018393; NADHpl_OxRdtase_5_subgr."";""IPR001750; ND/Mrp_TM."";""IPR003945; NU5C-like."";""IPR001516; Proton_antipo_N."";"	"PTHR42829; NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 5; 1.;""PTHR42829:SF2; NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 5; 1."";"	"PF06455; NADH5_C; 1.;""PF00361; Proton_antipo_M; 1."";""PF00662; Proton_antipo_N; 1."";"				331.0..598.0	268	603	422..602	97.79	66.04	44.44	['NADH dehydrogenase subunit 5 C-terminal']	['ECO:0000259|Pfam:PF06455']	11.0..273.0	263	702							1.164179104	263.0	0.43615257	0.16417910447761197	0.3392293564723026	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A7G1QA30_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/H9A7D2_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/A0A7G1QA30_H9A7D2_aligned.pse	53.580349	2671
