sapID	sapGO	repID	cluFlag	LCAtaxID
A0A5H2UXR5	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5H2UXS4	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5H2UXS8	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5H2UXT5	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5H2UXW3	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5H2UYB9	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5H2UYC3	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5H2UYP4	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5H2UZM4	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5H2UZN6	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5H2UZQ3	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5H2UZR4	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5H2UZT8	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5H2UZV0	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5H2UZV7	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5H2UZW2	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5H2UZX0	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5H2UZY1	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5H2UZZ8	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5H2V005	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5H2V0N5	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5H2V0U4	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5H2V0V0	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5H2V0V4	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5J6CX52	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5J6CXB8	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5J6CZ25	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5J6NUM8	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5J6NUS7	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5J6V0Z8	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5J6V154	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5J6V1V8	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5J6V209	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5J6WEE7	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5J6WET4	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5J6WGA7	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5J6WHR0	GO:0016021;GO:0042613;GO:0019882;GO:0006955;	F1PSQ5	1	7776
A0A5J6WIR3	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5K1TT61	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5K1TT62	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5K1TT63	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5K1TT65	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	3	7776
A0A5K1TTE0	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5K1TTE4	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5K1TTE6	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5K1TTE7	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5K1TTE8	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5K1TTI9	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5K1TTN8	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5P8DHY1	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5P8DHY3	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5P8DHY6	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5P8DHZ8	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5P8I3Z3	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5P8I401	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5P8I402	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5P8I404	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5P8I411	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5P8I412	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5P8I415	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5P8I418	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5P8I419	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5P8I420	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5P8I421	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5P8I427	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5P8I428	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5P8NFA3	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5P8NFA7	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5P8NFB3	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5P8NFB6	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5P8NFD9	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5P8NFE0	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5P8NFE2	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5P8NFL4	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5P8NFP0	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5P8NK23	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5P8NK25	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5P8NK40	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5P8NK41	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5P8NKA4	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5P8NKB2	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5P8NKC1	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5P8PAX4	GO:0010008;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5P8TXE8	GO:0010008;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5P8TXJ6	GO:0010008;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5P8TXN6	GO:0010008;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5P8TY43	GO:0010008;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5P9VKD0	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5P9VNR9	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5P9VNZ6	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5Q0QFQ2	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5Q0TWI6	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5Q2WTW8	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A5Q2WU49	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A649ZU71	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A649ZU89	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A649ZUA1	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A649ZUC3	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A649ZUG1	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A649ZUG7	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A649ZUI0	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	3	7776
A0A649ZUI4	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A649ZUJ5	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A649ZUK4	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A649ZUK6	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A649ZUM1	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A649ZUV0	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A649ZUX1	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A649ZUX3	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A649ZUY1	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A649ZUY6	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A649ZV45	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A649ZV59	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A649ZV60	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A649ZV65	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A649ZV69	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	3	7776
A0A649ZVH5	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A649ZVR8	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A650AV22	GO:0010008;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZDH9	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZDN0	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZDV8	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZDY9	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZE02	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZE05	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZE15	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZE32	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZE57	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZE69	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZE84	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZE91	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZE93	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZEA3	GO:0016021;GO:0042613;GO:0019882;GO:0006955;	F1PSQ5	3	7776
A0A678ZEA9	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZEB1	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZEB2	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZEB8	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZEC1	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZEC3	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZEC8	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZED1	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZED5	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZED8	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZEE3	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZEG6	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZEH5	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZEH7	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZEI3	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZEI8	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZEJ4	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZEJ7	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZEK1	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZEK4	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZEK7	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZEM2	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZEM6	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZEN7	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZF44	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZFD3	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZFI2	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZFJ3	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZFK1	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZFL0	GO:0016021;GO:0042613;GO:0019882;GO:0006955;	F1PSQ5	1	7776
A0A678ZFN3	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZFR5	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZFR7	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZFS6	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZFU2	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZFY1	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZG03	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZG15	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZG41	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZG73	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZG91	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZGA0	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZGD2	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZGE3	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZGF0	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZGG7	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZGI9	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZGK1	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZGL1	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZHG9	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZHR5	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZHS7	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZHY1	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZHY5	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZHZ5	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZHZ6	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZI04	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZI08	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZI22	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZI35	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZI61	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZI81	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZIA3	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZIB6	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZIE0	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZIE1	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZIF0	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZIH5	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZII5	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZIJ3	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZIK5	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZIM1	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZIM9	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZIN8	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZIP8	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZIR8	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZIT9	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZIW1	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
A0A678ZJ08	GO:0010008;GO:0016021;GO:0005765;GO:0042613;GO:0002250;GO:0002504;	F1PSQ5	1	7776
