defense_uniprot_ac	human_uniprot_ac	composite_score	foldseek_evalue	pymol_rmsd	tm_score_human	tm_score_bacteria	plddt_human	plddt_bacteria	human_gene_name
A9WFD2	Q8N7P1	0.8872	5.909e-11	1.36	0.2801	0.8677	83.1	93.36	PLD5
A0A0K2E484	Q5U5J2	0.8872	8.642e-14	1.39	0.5874	0.3616	87.11	79.77	CSNK2A1
U3A0C6	A0A0A0MSC1	0.8872	4.22e-20	1.57	0.1571	0.5365	75.61	93.8	ADCY3
A0A5B8V527	Q7Z3Z3	0.8872	0.0	2.76	0.6074	0.7582	83.25	88.75	PIWIL3
A0A518G7R2	B4DVA0	0.8872	1.407e-14	2.07	0.4674	0.7484	76.05	93.7	
A0A4P8XGJ0	A0A2R8Y6N0	0.8871	3.11e-37	1.35	0.4036	0.4996	68.25	73.83	SMARCA4
R9RJ65	A0A0S2Z3F9	0.8871	7.837e-14	1.47	0.679	0.3687	82.29	80.14	CDK7
A0A250IWT1	B4DP68	0.8871	3.253e-15	1.35	0.7467	0.3725	93.67	53.22	
A0A3E3EC96	C9J384	0.8871	2.351e-16	1.42	0.5166	0.233	83.38	85.92	CMSS1
A0A517ZL33	Q9UEE5	0.887	3.799e-19	1.59	0.5965	0.4302	75.08	74.1	STK17A
A0A250IWT1	A8K2R5	0.887	3.648e-15	1.5	0.7916	0.3804	94.97	53.22	
A0A250IWT1	B3KPF6	0.887	1.592e-17	1.45	0.7659	0.3796	86.96	53.22	
A0A0Z8M843	B3KS39	0.8869	3.264e-21	1.16	0.5248	0.2695	67.56	80.86	
A0A517ZL33	A0A5F9ZGY0	0.8869	1.022e-14	1.57	0.6394	0.4452	84.13	74.1	AKT3
A0A822VZF9	P34947	0.8869	5.436e-16	1.46	0.4007	0.3581	90.38	80.58	GRK5
U3A0C6	U3KQ91	0.8868	7.547e-23	1.64	0.219	0.5281	71.03	93.8	ADCY3
A0A3Z3LLJ0	Q0IIN5	0.8868	1.69e-15	1.98	0.4817	0.6799	79.51	85.28	VCP
A0A517ZL33	A0A024RD04	0.8868	2.791e-17	1.9	0.6425	0.4152	88.36	74.1	MAPK13
A0A822VZF9	B2R7K0	0.8868	5.436e-16	1.45	0.4007	0.358	89.83	80.58	
Q2FMQ3	B3KXC7	0.8868	7.714e-27	1.56	0.323	0.2788	81.19	88.49	
A0A2Z5TNJ9	A8K3Y2	0.8867	8.892e-25	2.08	0.6996	0.3648	79.33	80.1	MAP2K6
A9WFD2	A0A3B3IT68	0.8867	5.909e-11	1.46	0.3238	0.8632	82.95	93.36	PLD4
A0A250IWT1	B3KM72	0.8867	3.788e-15	1.41	0.8439	0.3065	93.14	53.22	
A0A343TGU9	A0A494C1B9	0.8867	8.521e-16	1.83	0.2728	0.6567	81.03	91.96	GUCY1B1
A0A822VZF9	A0A087WZT9	0.8867	3.049e-16	1.27	0.601	0.3343	71.61	80.58	PSKH1
A0A517MUB1	B3KVN7	0.8867	1.648e-14	1.24	0.2238	0.6647	78.07	83.7	
A0A4D7E0U6	B4E1G2	0.8867	3.245e-16	2.41	0.5688	0.6312	86.34	92.67	
L0HC34	B7Z8C1	0.8866	2.674e-14	1.35	0.4572	0.3434	85.29	86.51	
Q2SG57	Q4W5H1	0.8866	6.79e-12	1.47	0.9097	0.3469	86.31	76.0	SMARCA5
A0A822VZF9	A0A2R8YD58	0.8866	6.976e-13	1.35	0.6003	0.3499	90.23	80.58	CSNK2A1
U3A0C6	O43306	0.8866	4.556e-21	1.64	0.1539	0.5368	76.23	93.8	ADCY6
A0A7T5EL75	B9EIS3	0.8866	2.673e-23	1.37	0.4121	0.4844	71.35	74.06	MOV10L1
A0A822VZF9	Q00535	0.8865	6.976e-13	1.71	0.7567	0.3515	91.56	80.58	CDK5
A0A4U8Z5F9	A0A494C0J6	0.8865	6.481e-14	1.72	0.7682	0.4034	82.18	79.27	CHD1L
S6EM37	B3KNH8	0.8865	7.714e-27	1.8	0.39	0.3356	81.27	88.32	
A3N1K3	Q16603	0.8865	1.225e-17	1.36	0.63	0.2378	67.13	87.77	PMS5
U3A0C6	P40145	0.8864	2.166e-22	1.56	0.1496	0.551	71.21	93.8	ADCY8
A0A7G5GRL3	A0A2R8Y4Q3	0.8864	5.879e-16	1.11	0.4263	0.4031	72.16	83.33	OPA1
A0A486M670	Q03393	0.8864	6.494e-7	0.64	0.7758	0.9278	95.61	97.88	PTS
A0A1L5JQK1	A0A7P0TAW3	0.8864	1.968e-17	1.95	0.317	0.7127	81.07	84.36	VCP
A0A0K1P5Q4	F5H7U2	0.8863	1.792e-15	2.29	0.63	0.7334	73.44	91.06	ABCB9
A0A5P2ALZ1	B4DJD3	0.8863	1.005e-10	1.24	0.5061	0.6515	90.07	83.66	
A0A517ZL33	B7Z454	0.8863	2.542e-22	1.82	0.4693	0.4442	85.95	74.1	
D1PF82	Q6ZTP6	0.8863	3.065e-19	1.04	0.4104	0.2958	72.77	80.31	
A0A517ZL33	Q9UQB9	0.8863	1.814e-16	1.89	0.7378	0.4058	84.02	74.1	AURKC
A0A517ZL33	J3KNN3	0.8862	4.426e-16	1.54	0.6208	0.4449	77.72	74.1	PHKG2
A0A2M9H3T4	A8K6U0	0.8862	6.078e-17	1.89	0.367	0.8136	63.64	90.38	
A0A1D7QX01	B7ZAX9	0.8861	2.353e-18	1.41	0.4628	0.5013	73.52	74.39	
A0A7D6J0P3	A8K5B6	0.8861	2.328e-31	1.51	0.4296	0.4761	63.6	82.38	
P0DTF4	A0A2R8YFJ7	0.8861	1.603e-24	1.8	0.3579	0.577	66.18	89.87	SPG7
A0A0D0F9E8	B4DGR3	0.886	5.315e-34	2.25	0.3544	0.6437	83.12	85.6	
A0A0K2E484	B9EIS4	0.886	5.436e-16	1.53	0.4221	0.3615	90.63	79.77	GRK1
A0A0K2E484	H0YNV4	0.8859	5.93e-19	1.28	0.4216	0.4092	71.56	79.77	MARK3
A0A410G1T0	B4DYF7	0.8858	0.0	2.84	0.6245	0.7663	81.9	91.29	
A0A822VZF9	P32298	0.8858	5.436e-16	1.47	0.4086	0.358	88.66	80.58	GRK4
A0A517ZL33	D7R526	0.8858	4.426e-16	1.73	0.6214	0.4138	85.85	74.1	MAPK9
A0A2T3FW44	A0A1W2PRR2	0.8858	4.042e-13	1.29	0.5312	0.5793	69.54	86.09	DDX24
A0A822VZF9	A0A7I2V2I9	0.8858	1.307e-20	1.34	0.464	0.3915	68.15	80.58	MARK3
A0A518DYC1	B4DTF7	0.8858	7.192e-16	1.7	0.4309	0.4985	80.81	85.88	
A0A822VZF9	E5KR06	0.8857	7.401e-20	1.41	0.3988	0.3792	76.45	80.58	
Q2SG57	B3KNW7	0.8857	3.11e-37	1.28	0.4322	0.321	72.13	76.0	
A0A367MH91	Q68D06	0.8857	4.997e-14	1.78	0.4634	0.5737	87.46	83.5	SLFN13
G4T261	B3KRD4	0.8856	1.304e-29	1.52	0.4728	0.462	69.26	74.69	
A0A6J5FPF2	H3BNT7	0.8856	0.0	2.79	0.5992	0.6432	88.02	91.9	PSMD7
A0A517ZL33	O15264	0.8855	2.791e-17	1.95	0.6388	0.4134	89.05	74.1	MAPK13
A0A3G6K670	B4DSI8	0.8855	3.11e-37	1.32	0.4438	0.328	70.86	76.92	
A0A0Z8HCP9	B2RAP9	0.8855	1.525e-22	1.77	0.4743	0.3387	83.31	80.32	
D5SMN0	Q8N3E6	0.8855	7.246e-25	1.93	0.5023	0.5646	66.63	84.71	DKFZp761L1023
A0A250IWT1	Q9BZK7	0.8855	1.193e-19	1.25	0.5544	0.3833	88.34	53.22	TBL1XR1
A0A822VZF9	Q2I0Y7	0.8854	6.976e-13	1.33	0.587	0.3498	88.87	80.58	
A0A517ZL33	Q9UPJ8	0.8854	3.188e-17	1.77	0.6464	0.4152	81.48	74.1	PkB-like 1
A0A517ZL33	A0A1W2PQ00	0.8854	3.188e-17	2.01	0.735	0.3527	89.24	74.1	STRADA
Q1PV30	Q96J94	0.8854	1.399e-21	2.78	0.6113	0.7677	85.6	88.84	PIWIL1
A0A220UM70	Q9P025	0.8854	1.775e-18	1.53	0.4807	0.5144	62.17	86.29	
A0A1L5JQK1	A0A2R8YDQ1	0.8853	2.415e-25	1.76	0.2759	0.6184	71.43	84.36	SPG7
A0A517ZL33	A0A286YF35	0.8853	4.426e-16	1.68	0.6285	0.415	82.85	74.1	MAPK10
A0A0E3QWB4	F8WA42	0.8853	2.245e-16	0.56	0.4351	0.3449	62.62	80.53	SUMF2
A0A250IWT1	A0JLP1	0.8853	8.855e-19	0.97	0.6814	0.181	87.16	53.22	WSB1
A0A822VZF9	Q96KB5	0.8852	3.049e-16	1.89	0.6815	0.3492	84.4	80.58	PBK
A0A822VZF9	P50613	0.8852	7.837e-14	1.52	0.6686	0.3637	82.02	80.58	CDK7
A0A822VZF9	E7EU96	0.8852	6.976e-13	1.34	0.5872	0.3499	88.92	80.58	CSNK2A1
A0A3G9JPH8	D6RCM4	0.8852	1.318e-13	0.75	0.4434	0.4401	65.59	87.29	DDX4
A0A822VZF9	Q96AD6	0.8852	5.436e-16	1.48	0.4011	0.3578	88.71	80.58	GRK6
A0A518DYC1	A0A0C4DG44	0.8851	7.192e-16	1.21	0.4384	0.467	65.77	85.88	HTRA2
A0A517ZL33	P41743	0.8851	1.233e-16	1.35	0.4404	0.446	80.3	74.1	PRKCI
A0A250IWT1	C9JIS1	0.8851	1.252e-14	1.23	0.7823	0.2537	95.7	53.22	GNB2
A0A0K2E484	A8K8M5	0.8851	5.436e-16	1.47	0.4153	0.3644	87.66	79.77	
A0A250IWT1	P43034	0.8851	1.568e-16	1.38	0.6896	0.379	90.25	53.22	PAFAH1B1
A0A1D7QX01	Q59GQ7	0.8851	5.731e-35	1.4	0.4521	0.488	64.11	74.39	
R9RJ65	B2R9M8	0.8849	4.706e-19	1.82	0.5457	0.3509	83.49	80.14	
A0A7Z2ZN36	O60266	0.8848	2.408e-14	1.53	0.1668	0.6883	76.39	94.92	ADCY3
A3QFJ5	Q69YJ7	0.8848	2.077e-47	0.26	0.1651	0.2162	58.44	90.26	DKFZp667H197
U3A0C6	B3KNM3	0.8848	4.22e-20	1.59	0.1646	0.5362	72.64	93.8	
A0A250IWT1	B7Z623	0.8847	5.747e-19	1.49	0.5907	0.3793	93.68	53.22	
B0N6M2	T2DQ69	0.8847	9.209e-35	1.68	0.4612	0.4765	61.64	85.91	
A0A517MUB1	Q08462	0.8847	1.648e-14	1.31	0.1929	0.6722	79.0	83.7	ADCY2
A0A7Z2ZN36	A0A0K0K1K3	0.8847	1.648e-14	1.36	0.1565	0.6979	70.01	94.92	HEL-S-172mP
A0A6N1ASN4	A0A6Q8PHG6	0.8847	6.439e-28	2.02	0.5011	0.412	76.47	86.79	DICER1
A0A126PXN6	Q8NBU5	0.8846	5.236e-12	1.86	0.6287	0.6957	84.15	83.75	ATAD1
R9RJ65	P53355	0.8846	4.751e-18	1.3	0.2218	0.4506	82.55	80.14	DAPK1
R9RJ65	F5H0U9	0.8846	1.358e-16	1.39	0.4317	0.4317	76.54	80.14	MYO3A
A0A250IWT1	Q96DI7	0.8845	3.642e-23	1.69	0.7526	0.3663	85.26	53.22	SNRNP40
A0A250IWT1	A0A087X0J1	0.8845	7.632e-18	0.83	0.7618	0.2798	72.87	53.22	WDR38
A0A822VZF9	D6R910	0.8845	4.356e-11	1.02	0.8353	0.171	90.81	80.58	RPS6KA2
A0A822VZF9	A0A090N7W4	0.8845	6.976e-13	1.74	0.755	0.351	90.06	80.58	CDK5
R9RJ65	B3KPS5	0.8845	5.436e-16	1.48	0.4205	0.3568	86.97	80.14	
A0A822VZF9	Q6IAW3	0.8844	6.976e-13	1.73	0.7552	0.3511	89.6	80.58	CDK5
A0A517ZL33	Q6FHR4	0.8844	2.791e-17	2.0	0.6431	0.4154	89.18	74.1	MAPK13
A0A822VZF9	B2R9L6	0.8844	6.849e-16	1.88	0.6251	0.3664	86.87	80.58	
A0A250IWT1	Q7Z5U6	0.8843	3.642e-23	1.72	0.7597	0.3687	85.4	53.22	WDR53
A0A250IWT1	A0A3B3ISK1	0.8843	1.69e-19	1.47	0.6155	0.3758	90.14	53.22	COPA
R9RJ65	Q0VD65	0.8843	1.358e-16	1.41	0.433	0.433	76.48	80.14	MYO3A
A0A822VZF9	B5BUH5	0.8843	6.976e-13	1.35	0.5786	0.3499	88.59	80.58	CSNK2A1
A0A0J8XNY7	E9PMD8	0.8843	4.561e-48	1.66	0.384	0.3078	78.98	83.54	PSMC3
A0A517ZL33	H7BXS4	0.8842	2.791e-17	1.93	0.666	0.4276	83.78	74.1	CAMK2B
A0A517ZL33	E5RGW5	0.8842	1.42e-15	1.9	0.6238	0.4124	92.03	74.1	IKBKB
A0A822VZF9	Q8NEV1	0.8841	6.976e-13	1.37	0.5789	0.35	88.9	80.58	CSNK2A3
A0A0K1P5Q4	B4DPV2	0.8841	1.502e-16	2.29	0.3836	0.8142	77.72	91.06	
A0A822VZF9	B2R6D7	0.8841	6.976e-13	1.36	0.5786	0.3499	88.68	80.58	
A0A822VZF9	F5H049	0.8841	8.798e-16	1.8	0.6655	0.3695	80.88	80.58	NRK
A0A250IWT1	Q8N136	0.8841	1.045e-22	1.86	0.6645	0.3759	96.62	53.22	DAW1
A0A517ZL33	B8ZZN3	0.8841	1.103e-13	1.53	0.6864	0.4245	83.01	74.1	STK16
A0A822VZF9	P68400	0.884	6.976e-13	1.37	0.5776	0.3496	88.94	80.58	CSNK2A1
A0A7Z2ZN36	B4E1Z0	0.884	1.648e-14	1.65	0.1726	0.6738	79.09	94.92	
A0A250IWT1	Q9BQ87	0.884	1.193e-19	1.25	0.5473	0.3834	86.83	53.22	TBL1Y
A0A517ZL33	A0A286YEQ0	0.884	4.426e-16	1.79	0.6136	0.4144	86.12	74.1	MAPK10
A0A822VZF9	A8K9I1	0.884	4.706e-19	1.86	0.5442	0.3508	83.42	80.58	
A0A517ZL33	B5BUK7	0.8839	1.233e-16	1.42	0.4455	0.4448	80.64	74.1	PRKCI
A0A822VZF9	L7RSM7	0.8839	2.135e-17	1.25	0.3553	0.3594	78.44	80.58	PRKCA
A0A367MH91	B7ZVY5	0.8838	4.997e-14	1.77	0.4627	0.5727	84.7	83.5	SLFN13
A0A517ZL33	Q53TE4	0.8836	1.204e-16	2.0	0.6552	0.4302	88.19	74.1	TLK1
Q2SG57	H7BYI2	0.8836	1.735e-67	1.6	0.4971	0.3994	69.76	76.0	SMARCAL1
K9XVY7	Q9H6E5	0.8836	1.476e-14	0.37	0.1181	0.3479	74.96	90.86	TUT1
A0A5Q2MJC7	H7BXP1	0.8836	9.839e-14	0.91	0.5756	0.2543	78.55	78.68	NKIRAS2
A1BCM2	B3KUX1	0.8836	1.233e-13	1.14	0.5796	0.1275	89.97	81.91	
A0A0K1P5Q4	Q13798	0.8836	8.893e-13	2.02	0.4183	0.7664	84.94	91.06	ara
A0A250IWT1	Q9GZL7	0.8835	4.942e-17	1.45	0.6755	0.3889	89.13	53.22	WDR12
A0A3F2ZXH1	A0A0S2Z520	0.8835	5.114e-44	1.99	0.5554	0.4492	70.26	82.95	SETX
A0A250IWT1	C9JBF9	0.8835	1.045e-22	1.61	0.699	0.3542	85.89	53.22	DAW1
A0A0Z8M843	B3KU51	0.8835	1.903e-23	1.22	0.4017	0.3823	63.37	80.86	
A0A517ZL33	B5BUB8	0.8834	4.426e-16	1.81	0.6145	0.4148	86.05	74.1	MAPK8
A0A517ZL33	P49336	0.8834	1.123e-16	1.65	0.5566	0.4475	79.82	74.1	CDK8
A0A343TGU9	P33402	0.8833	8.521e-16	1.79	0.2479	0.6662	76.04	91.96	GUCY1A2
A7HKC6	B4DP52	0.8832	3.205e-25	2.57	0.7169	0.5766	75.77	87.25	
Q1QKF1	B4DTP6	0.8832	4.999e-34	1.13	0.2239	0.5191	64.01	77.38	
A0A517ZL33	Q96LW2	0.8832	8.834e-17	1.59	0.5984	0.4273	75.79	74.1	RSKR
A0A517ZL33	B2RCZ4	0.8832	1.233e-16	1.42	0.4457	0.4449	79.57	74.1	
A0A517ZL33	A0A286YEX7	0.8831	4.426e-16	1.67	0.577	0.4125	83.18	74.1	MAPK10
A0A822VZF9	Q2TSD3	0.8831	2.135e-17	1.26	0.3565	0.3606	77.53	80.58	
S7TRZ0	A6NDY0	0.8831	2.927e-14	0.36	0.2384	0.3178	66.54	93.9	PABPN1L
A0A250IWT1	B2R9I9	0.883	3.642e-23	1.71	0.7715	0.3762	82.11	53.22	
A0A822VZF9	I6L972	0.883	4.706e-19	1.86	0.5342	0.3502	82.84	80.58	STK32C
A0A7Z2ZN36	Q4F7X0	0.8829	1.648e-14	1.33	0.1673	0.6993	65.95	94.92	ADCY8
A0A250IWT1	Q53T99	0.8829	4.942e-17	1.43	0.6774	0.3905	87.39	53.22	WDR12
A0A2S5TG67	Q9NTC4	0.8828	1.69e-15	2.15	0.5514	0.7046	79.98	80.48	DKFZp434K0126
A0A517ZL33	A0A0S2Z542	0.8828	2.791e-17	1.94	0.6228	0.4137	86.11	74.1	MAPK13
A0A822VZF9	A0A169TED2	0.8828	2.135e-17	1.29	0.3562	0.3603	78.03	80.58	PRKCA
A0A6G7VQR1	V9HW06	0.8828	3.245e-16	2.89	0.6131	0.7786	92.86	94.67	HEL-S-51e
A0A250IWT1	G3V201	0.8828	5.721e-19	1.71	0.7746	0.3687	87.22	53.22	WDR90
A0A1M5FJF6	Q5HYG8	0.8827	3.245e-16	2.94	0.6158	0.7754	95.53	94.89	DKFZp686P09201
A0A4U8Z5F9	O14647	0.8827	6.59e-40	1.49	0.2718	0.643	60.42	79.27	CHD2
A0A250IWT1	B4DX89	0.8827	1.045e-22	1.89	0.6894	0.3772	94.25	53.22	
A0A517ZL33	A0A090N8Z3	0.8826	5.855e-19	1.94	0.6766	0.407	78.87	74.1	LOC389599
A0A250IWT1	A0MNP2	0.8826	3.642e-23	1.68	0.7545	0.3671	82.2	53.22	WDR57
A0A517ZL33	Q96GD4	0.8826	1.814e-16	1.77	0.672	0.4071	78.82	74.1	AURKB
A0A2L0RWR6	Q9BXT6	0.8826	4.429e-27	1.93	0.399	0.4152	74.54	89.01	MOV10L1
A0A4U8Z5F9	O14646	0.8826	6.59e-40	1.53	0.2816	0.6275	62.08	79.27	CHD1
A0A7G7W8T3	A6NMB9	0.8826	4.698e-23	1.98	0.3554	0.7346	60.35	88.84	FIGNL2
A0A517ZL33	J3QS66	0.8825	3.188e-17	1.93	0.6838	0.3292	87.05	74.1	STRADA
A0A517ZL33	Q96S53	0.8825	7.485e-22	1.19	0.4234	0.412	65.78	74.1	TESK2
R9RJ65	Q52WX2	0.8825	7.052e-19	1.73	0.5497	0.3636	76.13	80.14	SBK1
A0A3G9IYS2	Q92743	0.8825	1.149e-15	1.3	0.3638	0.3807	83.27	79.01	HTRA1
A0A250IWT1	A0A140VKH6	0.8825	1.045e-22	1.89	0.665	0.3764	95.64	53.22	
I4DAD0	B4E0B1	0.8823	4.997e-14	1.88	0.4514	0.5595	85.95	86.08	
A0A1D7QX01	A0A087WTM4	0.8823	1.491e-12	1.28	0.7776	0.3342	80.37	74.39	CHD1L
A0A1M5FJF6	B4DJQ3	0.8822	3.245e-16	2.95	0.6153	0.7749	95.56	94.89	
A0A517ZL33	B4DPK7	0.8821	1.63e-23	1.44	0.4375	0.4423	68.47	74.1	
A0A3G9J6D0	O15269	0.8821	3.232e-13	2.64	0.6112	0.7412	94.14	95.59	SPTLC1
A0A250IWT1	O14775	0.8821	3.648e-15	1.51	0.712	0.3808	93.98	53.22	GNB5
A0A0H2YG60	A0A669KB03	0.882	2.666e-13	1.36	0.3762	0.4985	84.1	83.0	MLH1
R9RJ65	I6L989	0.882	7.401e-20	1.47	0.4148	0.4097	70.71	80.14	DMPK
A0A2T3FW44	B4E300	0.882	4.042e-13	1.3	0.5036	0.5783	66.58	86.09	
A0A0K1P5Q4	B3KVV3	0.882	3.311e-18	2.45	0.3214	0.8154	82.34	91.06	
A0A8B3KKU7	Q13608	0.8819	4.575e-25	1.8	0.2652	0.6283	69.29	83.63	PEX6
Z9JIC9	H7C1W4	0.8819	4.655e-20	1.81	0.2901	0.7259	52.92	96.65	
A0A517ZL33	A0A3B3IS85	0.8818	1.103e-13	1.95	0.7661	0.4258	90.02	74.1	STK32A
A0A517ZL33	A0A5F9ZHU3	0.8818	1.022e-14	1.61	0.6118	0.4458	80.5	74.1	AKT3
A0A517ZL33	A0A286YFB6	0.8818	4.426e-16	1.81	0.6244	0.4	84.21	74.1	MAPK10
A0A0K1P5Q4	B3KWP2	0.8818	2.337e-14	2.27	0.425	0.8151	80.05	91.06	
A0A517ZL33	A0A023PX70	0.8818	7.696e-16	2.01	0.6363	0.3834	93.38	74.1	
A0A250IWT1	Q9NV06	0.8817	6.257e-20	1.8	0.6622	0.4017	92.77	53.22	DCAF13
A0A822VZF9	P50750	0.8817	6.849e-16	1.95	0.6181	0.3614	86.82	80.58	CDK9
A0A8B3KKU7	Q53HB3	0.8817	8.131e-14	1.98	0.5794	0.6555	77.88	83.63	
A0A3G9JPH8	F6UJC5	0.8817	5.986e-18	2.24	0.7752	0.3923	74.08	87.29	DDX39B
A0A250IWT1	D6RD66	0.8817	2.641e-17	1.62	0.8238	0.2799	88.93	53.22	WDR1
A0A822VZF9	A0A2R8YFU2	0.8817	8.642e-14	1.47	0.5667	0.3287	85.01	80.58	CSNK2A1
A0A517ZL33	A0A286YFC0	0.8817	4.426e-16	1.7	0.5729	0.4123	82.62	74.1	MAPK10
A0A7Z2ZN36	B7ZLX9	0.8817	2.408e-14	1.62	0.1661	0.6864	75.41	94.92	ADCY3
A0A517ZL33	B4DG79	0.8816	1.022e-14	1.57	0.6109	0.4456	79.0	74.1	
A0A517ZL33	Q96QS6	0.8816	3.188e-17	1.96	0.6516	0.4406	81.8	74.1	PSKH2
A0A0H3NKU5	C9J168	0.8816	0.0	2.56	0.4572	0.5299	87.86	90.85	PRPSAP1
A0A411PGA5	Q8IV48	0.8816	1.577e-9	1.37	0.4979	0.8389	85.23	90.32	ERI1
A0A2I5KM74	E9PR89	0.8815	5.65e-18	1.13	0.4796	0.2887	66.49	80.99	SGK1
A0A4P8XGJ0	P51532	0.8815	2.322e-36	1.24	0.2934	0.5131	64.02	73.83	SMARCA4
A0A822VZF9	C9JQR6	0.8815	1.866e-19	1.84	0.6045	0.2485	81.42	80.58	PTK7
A0A7Z2ZN36	E7EVL1	0.8815	1.648e-14	1.37	0.174	0.6989	64.89	94.92	ADCY8
A0A3G9JPH8	D6RJA6	0.8815	5.404e-18	0.68	0.2931	0.2653	63.46	87.29	DDX46
G2LKY9	B6RF28	0.8814	2.927e-14	0.19	0.2365	0.3127	62.64	93.14	
A0A517MUB1	P51828	0.8814	2.408e-14	1.35	0.1912	0.6654	77.26	83.7	ADCY7
A0A0K2E484	B5BU53	0.8813	6.849e-16	1.98	0.6371	0.3739	86.18	79.77	CDK9
A0A250IWT1	A0A804HJZ5	0.8813	1.045e-22	1.62	0.6416	0.3828	85.16	53.22	TBL1X
A0A756PHJ3	B7Z700	0.8812	6.423e-16	2.08	0.4882	0.6283	74.6	88.29	
A0A517ZL33	E9PQW4	0.8812	4.223e-14	1.78	0.7092	0.4286	83.72	74.1	MAPK3
A0A517ZL33	C9JCU6	0.8811	2.67e-15	1.61	0.6514	0.3561	80.26	74.1	MAP4K2
A0A0H1XY30	O14757	0.8811	3.902e-16	1.78	0.453	0.4323	76.14	89.22	CHEK1
A0A4U8Z5F9	A8K996	0.8809	7.444e-15	1.99	0.5927	0.6025	78.66	79.27	
L0KAC5	P51531	0.8809	1.12e-28	1.35	0.3247	0.4325	65.09	79.18	SMARCA2
A0A518DYC1	A0A3B3IU24	0.8808	2.017e-13	1.81	0.5649	0.5375	79.06	85.88	HTRA1
A0A517ZL33	A0PJ51	0.8807	5.609e-24	2.09	0.641	0.4537	76.29	74.1	STK4
A0A2I5KM74	P31152	0.8807	5.921e-24	1.49	0.4452	0.3971	63.53	80.99	MAPK4
A0A1C7IB32	A0A7I2V423	0.8806	3.058e-16	1.58	0.3724	0.4362	76.64	85.64	MACROH2A2
A0A7Z2ZN36	B4DSJ6	0.8806	1.648e-14	1.89	0.2456	0.6856	77.89	94.92	
A0A822VZF9	B4DMN4	0.8804	2.992e-18	1.07	0.3362	0.3658	67.6	80.58	
A0A517ZL33	J3QLN8	0.8804	4.259e-13	1.52	0.7474	0.311	85.01	74.1	AURKB
A0A517ZL33	A0A286YES0	0.8802	4.426e-16	1.42	0.5279	0.3253	80.01	74.1	MAPK10
A0A250IWT1	A0A6Q8PFU3	0.8802	1.568e-16	1.4	0.6637	0.3804	86.02	53.22	PAFAH1B1
A0A517ZL33	B4DFN2	0.8801	7.485e-22	1.19	0.4247	0.3566	66.24	74.1	
A0A5B7Y0L0	Q96I63	0.8801	2.571e-19	1.72	0.3347	0.6403	67.85	79.92	YME1L1
A0A172ZJL0	Q08AF3	0.8801	2.929e-53	2.32	0.4361	0.5728	87.59	75.6	SLFN5
A0A822VZF9	X5DNJ6	0.8801	7.401e-20	1.45	0.3986	0.3846	69.82	80.58	DMPK
A0A517ZL33	A0A087WUH9	0.8801	2.103e-23	1.76	0.4135	0.4681	76.68	74.1	
A0A250I871	Q58FG0	0.8801	1.708e-40	2.17	0.6445	0.3559	69.05	87.8	HSP90AA5P
B7WQG6	Q13257	0.8799	1.425e-8	1.57	0.7193	0.8717	93.79	85.52	MAD2L1
A0A250IWT1	B3KME9	0.8799	2.641e-17	1.36	0.7299	0.2387	87.13	53.22	DCAF13
A0A6G7VQG1	Q86U44	0.8799	4.493e-11	0.88	0.2862	0.753	75.38	84.32	METTL3
A0A1S7P244	B3KWA8	0.8799	2.665e-13	1.71	0.2081	0.7183	77.59	94.91	ADCY5
A0A250IWT1	D6R9L0	0.8798	7.632e-18	1.01	0.7149	0.2948	73.13	53.22	RACK1
U3A0C6	Q59FG4	0.8798	4.22e-20	1.83	0.1654	0.52	75.74	93.8	
A0A4P8XGJ0	A0A0B4J1V9	0.8798	2.322e-20	1.49	0.5021	0.4855	63.16	73.83	HELLS
A0A822VZF9	A0A2R8Y5A0	0.8798	8.642e-14	1.45	0.568	0.3117	82.94	80.58	CSNK2A1
A0A250IWT1	Q8NA23	0.8797	3.5e-15	1.43	0.752	0.3737	85.97	53.22	WDR31
A0A2Z5TNJ9	V9HWH0	0.8797	3.049e-16	2.02	0.669	0.3435	84.09	80.1	HEL164
A0A517ZL33	Q9NYY3	0.8797	2.103e-23	1.64	0.3812	0.4405	75.89	74.1	PLK2
A0A1M5FJF6	P34897	0.8797	3.245e-16	2.94	0.5913	0.774	93.29	94.89	SHMT2
A0A3L8I112	Q6LC83	0.8796	3.342e-11	1.28	0.611	0.295	87.81	89.57	CDK4
A0A2Z5TNJ9	P06239	0.8796	1.209e-16	1.74	0.4688	0.3627	83.59	80.1	LCK
A0A2I5KM74	G3V4T8	0.8795	1.828e-19	1.51	0.3946	0.4275	68.6	80.99	MAP4K5
K0N9J3	Q03468	0.8795	6.464e-30	1.09	0.3188	0.4103	60.87	75.8	ERCC6
A0A0G3G260	Q96C10	0.8795	3.827e-11	1.39	0.5347	0.4577	90.98	84.4	DHX58
A0A1J0VPE0	B7Z5L6	0.8794	7.865e-27	2.06	0.2273	0.5713	79.28	86.53	
A0A517ZL33	P45983	0.8794	4.426e-16	1.76	0.5595	0.4166	82.41	74.1	MAPK8
A0A7U7ICI2	B4E083	0.8793	3.197e-13	1.54	0.3812	0.3839	87.02	90.09	
A0A7G6TYW3	K7ERR6	0.8793	3.602e-13	1.28	0.629	0.2685	72.23	88.3	LONP1
A0A6A9GWD9	Q5T1W1	0.8792	1.027e-13	1.9	0.7837	0.377	70.54	89.93	DDX59
